APN,Acreage,Address,Assessed Value,Asset Category,City,Coordinates,County,Land Use Description,Listed Owners,Market Value,State,Tax Year,ZIP
063-010-064-000,372.98,,10249987.0,Agricultural,Gerber,"[-122.2381588114, 40.0662494219]",Tehama County,Orchard,Farmland Reserve Inc,10249987.0,CA,2019,96035
28-23-09-0000-00-020,13.02,9000 Windy Ridge Rd,10234836.0,Special Purpose,Windermere,"[-81.5096805388, 28.5067835152]",Orange County,Religious,Temple Corp of Church of Latte,10234836.0,FL,2019,34786
412-541-02,4.9661,3401 S Greenville St,10159564.0,Multifamily,Santa Ana,"[-117.9032039099, 33.7016577566]",Orange County,Multi Family (General),Bishop Of The Church,10159564.0,CA,2019,92704
192830-0405,2.6722,5701 8Th Ne Ave,10122700.0,Special Purpose,Seattle,"[-122.3208319828, 47.6700573147]",King County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",10122700.0,WA,2019,98105
4-4789-81,0.5605,14515 33Rd Ave,4550400.0,Special Purpose,Queens,"[-73.822541053, 40.7687662078]",Queens County,Religious,"Corp. of Pres Bishop of LDS Chu, Corporation of The Presiding Bishop",10112000.0,NY,2019,11354
28-05-351-029-0000,9.11,825 E 9400 S,10111600.0,Retail,Sandy,"[-111.8691227059, 40.5814681299]",Salt Lake County,Wholesale,Corp Of Pb Of Ch Of Jc Of LDS,10111600.0,UT,2019,84094
R2176123,5.99,3661 Brooke St,,Special Purpose,Forest Grove,"[-123.1230387218, 45.540805062]",Washington County,Religious,Corp Of Pres Bishop Of The Churc,9995050.0,OR,2019,97116
047-140-014-000,1421.31,Wilson Landing Rd,9931515.0,Agricultural,Chico,"[-122.011153773, 39.7893445524]",Butte County,Orchard,Farmland Reserve Inc,9931515.0,CA,2019,95973
13-03377550,23.18,10000 Stoneybrook Dr,8960767.0,Special Purpose,Kensington,"[-77.0659119071, 39.0179999967]",Montgomery County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",9912500.0,MD,2019,20895
121-0100-045-0000,6.16,8925 Vintage Park Dr,9901294.0,Special Purpose,Sacramento,"[-121.3707309433, 38.4664393318]",Sacramento County,Religious,Church of Jesus Christ of Latter Day Saints,9901294.0,CA,2019,95829
2077-35-4-16-001,7.0,2001 E Phillips Cir,2870845.0,Special Purpose,Centennial,"[-104.964962832, 39.568611786]",Arapahoe County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter Day Saints",9899464.0,CO,2019,80122
014-090-032-000,501.61,San Felipe Rd,9877835.0,Agricultural,Hollister,"[-121.426242154, 36.915967197]",San Benito County,Truck Crops,Property Reserve Inc,9877835.0,CA,2019,95023
047-040-003-000,993.1,8050 Wilson Landing Rd,9823070.0,Agricultural,Chico,"[-122.0387858449, 39.8057297935]",Butte County,Orchard,Farmland Reserve Inc,9823070.0,CA,2019,95973
32-24-06-0000-00-001,300.76,15121 Wewahootee Rd,37095.0,Agricultural,Orlando,"[-81.1496135913, 28.4302813831]",Orange County,Pasture,Suburban Land Reserve Inc,9759578.0,FL,2019,32832
238-101-23-00,8.85,901 Gamble St,9689927.0,Special Purpose,Escondido,"[-117.0857061529, 33.0920362742]",San Diego County,Religious,Corporation of The Presiding Bishop,9689927.0,CA,2019,92026
142204-9046,6.2722,22405 68Th Ave S,9635900.0,Industrial,Kent,"[-122.250614855, 47.400633043]",King County,Warehouse,Property Reserve Inc,9635900.0,WA,2019,98032
047-020-013-000,1638.2,7022 Cana Hwy,9568775.0,Agricultural,Chico,"[-122.0489249211, 39.8471447479]",Butte County,Orchard,Farmland Reserve Inc,9568775.0,CA,2019,95973
306-020-39-00,6.93,14191 Camino Del Sur,9471954.0,Special Purpose,San Diego,"[-117.1448284605, 32.9760948913]",San Diego County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",9471954.0,CA,2019,92129
623-631-16,5.0534,22851 Aliso Creek Rd,9449476.0,Special Purpose,Aliso Viejo,"[-117.7304643612, 33.5962867561]",Orange County,Special Purpose (General),"Latr Day Saints, Church of Jesus Christ",9449476.0,CA,2019,92656
08-36-456-035-0000,5.9167,240 W Southtemple St,9446000.0,Special Purpose,Salt Lake City,"[-111.89774556, 40.770080965]",Salt Lake County,Parking Lot,Property Reserve Inc,9446000.0,UT,2019,84151
551-081-11,7.9221,5481 Bryan Ave,9422598.0,Commercial General/Misc.,Irvine,"[-117.7562165927, 33.7034336854]",Orange County,Commercial (General),"Temple Salt Lake, Corporation Of The Presiding Bishop Of T",9422598.0,CA,2019,92620
16-06-101-034-2003,0.01,51 S Main St,9422100.0,Retail,Salt Lake City,"[-111.8894193716, 40.7677345475]",Salt Lake County,Department Store,"Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, City Creek Reserve Inc, The Church of Jesus Christ of Latter-Day Saints",9422100.0,UT,2019,84111
138-27-099-A,17.7182,525 E Main St,1402800.0,Special Purpose,Mesa,"[-111.8195695393, 33.4131845158]",Maricopa County,Religious,Temple Corp Of Th Church Of LDS,9352000.0,AZ,2019,85203
27-29-376-018-0000,6.45,12449 S Creek Meadow Rd,9319500.0,Retail,Riverton,"[-111.9801887486, 40.5249428987]",Salt Lake County,Wholesale,Corp Of Pb Of Ch Jc LDS,9319500.0,UT,2019,84065
15-11-228-009-0000,13.43,780 W 800 S,9284000.0,Industrial,Salt Lake City,"[-111.9126608225, 40.7529842399]",Salt Lake County,Warehouse,Corp Of Pb Of Ch Jc Of LDS,9284000.0,UT,2019,84104
1902921440090,1.4343,2150 Hadley N Ave,9279800.0,Special Purpose,Oakdale,"[-92.9651868483, 44.9802205827]",Washington County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",9279800.0,MN,2019,55128
607-040-078,3.8,40840 Washington St,9245246.0,Special Purpose,Bermuda Dunes,"[-116.3031952975, 33.7513520958]",Riverside County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",9245246.0,CA,2019,92203
27-32-352-001-0000,20.13,3982 W 13400 S,12400.0,Vacant Land,Riverton,"[-111.9856630576, 40.5092435635]",Salt Lake County,Commercial Vacant Land,Suburban Land Reserve Inc,9207100.0,UT,2019,84065
12-109-0061,107.37,,9178383.0,Public & Semi-Public,Layton,"[-112.0118323822, 41.0649415976]",Davis County,Government/Public Use (General),Corporation of The Presiding Bishop,9178383.0,UT,2019,84041
203-1410-057-0000,6.27,3621 Elverta Rd,9165066.0,Special Purpose,Antelope,"[-121.3796267661, 38.7192476087]",Sacramento County,Religious,Church of Jesus Christ of Latter Day Saints,9165066.0,CA,2019,95843
01-105-0003,2.46,340 21St St,4980938.0,Multifamily,Ogden,"[-111.971938762, 41.229490241]",Weber County,Multi Family (General),Property Reserve Inc,9056250.0,UT,2019,84401
1-5-6-006-006-0000,0.66,56 Kamehameha Hwy,499600.0,Vacant Land,Kahuku,"[-157.9385570069, 21.6597401823]",Honolulu County,Residential Vacant Land,Property Reserve Inc,9040800.0,HI,2019,96731
1-9-1-075-041-0000,3.174,2074 Lauwiliwili St,9023900.0,Special Purpose,Kapolei,"[-158.0887528372, 21.3219112912]",Honolulu County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",9023900.0,HI,2019,96707
551-081-10,3.8677,5353 Bryan Ave,8961184.0,Commercial General/Misc.,Irvine,"[-117.757677077, 33.7037164048]",Orange County,Commercial (General),"Temple Salt Lake, Corporation Of The Presiding Bishop Of T",8961184.0,CA,2019,92620
16-21-380-001-0000,5.12,2738 S Filmore St,3395620.0,Public & Semi-Public,Salt Lake City,"[-111.8480597142, 40.7119396797]",Salt Lake County,School,Corp Of Pb Of Ch Jc Of LDS,8935800.0,UT,2019,84106
15-18-402-005-0000,9.0,1765 S 4250 W,8904600.0,Industrial,Salt Lake City,"[-111.9919275587, 40.7309206564]",Salt Lake County,Warehouse,Corp Of The P B Of The Church Of Jc Of,8904600.0,UT,2019,84104
16-06-101-034-2004,0.01,51 S Main St,8783300.0,Mixed Use,Salt Lake City,"[-111.8897319923, 40.7676504308]",Salt Lake County,Mixed Use: Office/Retail,"Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, City Creek Reserve Inc, Morgan Jewelers of Salt Lake City Inc, The Church of Jesus Christ of Latter-Day Saints",8783300.0,UT,2019,84111
519-1712-002,7.75,48851 Green Valley Rd,8753653.0,Special Purpose,Fremont,"[-121.9038099477, 37.4676646405]",Alameda County,Religious,"Lds Church Tax Adm, Church Of Jesus Christ Of Latterday Saints",8753653.0,CA,2019,94539
292505-9102,3.6,10675 Ne 20Th St,8744300.0,Special Purpose,Bellevue,"[-122.1978657701, 47.6277794788]",King County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",8744300.0,WA,2019,98004
250-0010-080-0000,10.9,751 Rio Tierra Ave,8735628.0,Special Purpose,Sacramento,"[-121.4789919895, 38.6285138788]",Sacramento County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",8735628.0,CA,2019,95833
1-5-5-014-001-0000,3.6375,55 Kamehameha Hwy,8672100.0,Retail,Laie,"[-157.921724997, 21.646690565]",Honolulu County,Retail Stores,Property Reserve Inc,8672100.0,HI,2019,96762
458-153-44,5.7268,4601 Bonita Canyon Dr,8657660.0,Commercial General/Misc.,Irvine,"[-117.8369979858, 33.6430511475]",Orange County,Commercial (General),"Church of Jesus Christ-Lds, Church of Jesus Christ LDS, Lds Church",8657660.0,CA,2019,92660
05-026-0010,1.89,1302 Edvalson St,8611459.0,Special Purpose,Ogden,"[-111.9459558297, 41.1952124051]",Weber County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",8611459.0,UT,2019,84403
CAMB-000219-000000-000008,0.5018,96 Brattle St,8595900.0,Public & Semi-Public,Cambridge,"[-71.12630091, 42.3761465017]",Middlesex County,Tax Exempt,Corporation of The Presiding Bishop,8595900.0,MA,2019,2138
R01996,2910.37,,1395818.0,Agricultural,,"[-119.6104446213, 45.7687168971]",Morrow County,Farm,Farmland Reserve Inc,8594050.0,OR,2019,
2-4-5-010-007-0000,2.925,Ulupono St,8561600.0,Special Purpose,Lahaina,"[-156.6766142425, 20.8856977495]",Maui County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of Latter Day",8561600.0,HI,2019,96761
21-03-351-023-0000,3.36,2050 W Community Blvd,8509790.0,Public & Semi-Public,Salt Lake City,"[-111.9456068512, 40.670747419]",Salt Lake County,School,Corp Of Pb Of Ch Jc Of LDS,8509790.0,UT,2019,84129
R0398601,6.737,9790 Foothills Canyon Blvd,2465250.0,Special Purpose,Highlands Ranch,"[-105.0108091333, 39.5383255871]",Douglas County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",8500876.0,CO,2019,80129
2-3-8-007-170-0000,3.91,Kuihelani Hwy,8459100.0,Special Purpose,Kahului,"[-156.4922164676, 20.8678542221]",Maui County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",8459100.0,HI,2019,96732
543-0463-002,4.1819,Decoto Rd,8429192.0,Special Purpose,Fremont,"[-122.0303140192, 37.5747703744]",Alameda County,Religious,"Lds Church Tax Adm, Church Of Latter Day Saints Corp Presiding Bishop",8429192.0,CA,2019,94555
01-093-0002,1.19,373 E 22Nd St,8404747.0,Office,Ogden,"[-111.97099746, 41.2264957]",Weber County,Office Building,Property Reserve Inc,8404747.0,UT,2019,84401
16-20-106-029-0000,4.91,724 E 2100 S,8393200.0,Retail,Salt Lake City,"[-111.8696673377, 40.7245482671]",Salt Lake County,Wholesale,Deseret Industries A LDS,8393200.0,UT,2019,84106
141-13-001-F,19.1449,1550 N Val Vista Dr,1256970.0,Special Purpose,Mesa,"[-111.7565465233, 33.4434350999]",Maricopa County,Religious,Church Of Jesus Christ LDS Pres Corp Bis,8379800.0,AZ,2019,85213
112405-9119,4.9372,15205 Se 28Th St,8135200.0,Special Purpose,Bellevue,"[-122.1387331219, 47.5848604168]",King County,Religious,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ-Lds",8135200.0,WA,2019,
22-04-151-050-0000,6.17,4366 S 1500 E,8110190.0,Special Purpose,Salt Lake City,"[-111.8491868692, 40.6764016622]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,8110190.0,UT,2019,84124
R02029,2593.28,,1456013.0,Agricultural,,"[-119.4866095368, 45.7553438454]",Morrow County,Farm,Farmland Reserve Inc,8052060.0,OR,2019,
072-060-001-000,9.14,4300 N Geer Rd,7987219.0,Special Purpose,Turlock,"[-120.8477683055, 37.5319566247]",Stanislaus County,Religious,"Tax Adm Div 533 8735, Ch Latter Day Saints",7987219.0,CA,2019,95380
161-041-17-00,5.32,451 W Bobier Dr,7980084.0,Special Purpose,Vista,"[-117.2529193886, 33.2222356018]",San Diego County,Religious,Corporation of The Presiding Bishop,7980084.0,CA,2019,92083
NEWT-000084-000034-000006A,5.5809,Carlson Ave,7939700.0,Public & Semi-Public,Newton,"[-71.1899032593, 42.3553390503]",Middlesex County,Tax Exempt,"Church of Jesus Christ, North Stake Family History Center",7939700.0,MA,2019,2458
22-03-280-026-0000,6.35,2675 E 4430 S,7933390.0,Special Purpose,Salt Lake City,"[-111.81580293, 40.6759385948]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,7933390.0,UT,2019,84124
072-150-78,5.6936,1331 N Euclid St,7920861.0,Retail,Anaheim,"[-117.9430007935, 33.8527183533]",Orange County,Retail Stores,Property Reserve Inc,7920861.0,CA,2019,92801
7341-019-014,4.1207,22721 Main St,7856481.0,Special Purpose,Carson,"[-118.276443036, 33.8195436232]",Los Angeles County,Religious,"Latter Day Saints, Church of Jesus Christ of",7856481.0,CA,2019,90745
200-52-012-P,10.7944,,1176975.0,Special Purpose,Glendale,"[-112.2060602771, 33.6366516536]",Maricopa County,Religious,Corp Presiding Bishop LDS,7846500.0,AZ,2019,85308
00-74600-021-001-0000,6.0,6363 Willow Ln,7810830.0,Special Purpose,Dallas,"[-96.796518125, 32.914674145]",Dallas County,Religious,Temple Corp Churchof The,7810830.0,TX,2019,75230
58-047-0010,260.14,Hwy 73 Cedar Ft,88708.0,Vacant Land,Eagle Mountain,"[-112.0141652191, 40.3670738209]",Utah County,General Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",7804200.0,UT,2019,84013
15-01-227-062-2004,0.01,50 S Main St,7799300.0,Retail,Salt Lake City,"[-111.8926674071, 40.7684138289]",Salt Lake County,Department Store,"Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, City Creek Reserve Inc, The Church of Jesus Christ of Latter-Day Saints",7799300.0,UT,2019,84101
08-34-154-001-0000,2.7,1955 W 400 N,7778200.0,Special Purpose,Salt Lake City,"[-111.9470263886, 40.7776625908]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,7778200.0,UT,2019,84116
1-5-6-006-028-0000,227.625,55-510 Kamehameha Hwy,77400.0,Vacant Land,Laie,"[-157.948474811, 21.653187724]",Honolulu County,Agricultural Land,Property Reserve Inc,7739300.0,HI,2019,96762
23-042-0032,3830.05,,58953.0,Agricultural,Huntsville,"[-111.4695488196, 41.3210289537]",Weber County,Agricultural,Farmland Reserve Inc,7660100.0,UT,2019,84317
688-192-03,7.4802,310 Avenida Vista Montan,7588404.0,Agricultural,San Clemente,"[-117.5946818414, 33.4445532346]",Orange County,Agricultural,"Church of Jesus Christ of, Corporation of The Presiding Bishop",7588404.0,CA,2019,92672
072-020-05-00-6,604.14,30786 Highway 46,7574058.0,Agricultural,Wasco,"[-119.2679418235, 35.609099013]",Kern County,Orchard,Farmland Reserve Inc,7574058.0,CA,2019,93280
780-041-01,6.3258,26176 Antonio Pkwy,7428688.0,Special Purpose,Rancho Santa Margarita,"[-117.6299456995, 33.5828498586]",Orange County,Special Purpose (General),"Church of Jesus Christ-Lds, Church of Jesus Christ LDS, Lds Church",7428688.0,CA,2019,92688
34-07-329-002-0000,1.95,272 E Traversepoint Dr,7418000.0,Special Purpose,Draper,"[-111.8823833602, 40.4849060695]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,7418000.0,UT,2019,84020
R322039,3.98,22801 Se Stark St,,Special Purpose,Gresham,"[-122.4278108801, 45.5199267948]",Multnomah County,Religious,Corporation of The Presiding Bishop,7406870.0,OR,2019,97030
22-10-351-001-0000,4.83,2080 E Donelson Ln,7390900.0,Special Purpose,Holladay,"[-111.8321011823, 40.6567017281]",Salt Lake County,Religious,Cottonwood Second Corp Of Ch Of Jc Of Ld,7390900.0,UT,2019,84117
36-030-013,0.551,727 23Rd S St,7390000.0,Office,Arlington,"[-77.0583051117, 38.8535341323]",Arlington County,Office Building,Church of Jesus Christ of Latter Day Saints,7390000.0,VA,2019,22202
304-86-966,10.4454,1697 E Williams Field Rd,1315332.0,Special Purpose,Gilbert,"[-111.753526807, 33.3057719657]",Maricopa County,Religious,Corporation of The Presiding Bishop,7307400.0,AZ,2019,85295
28-29-426-007-0000,3.41,12270 S 1190 E,7270090.0,Special Purpose,Draper,"[-111.8573206494, 40.5290927773]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,7270090.0,UT,2019,84020
1-3598-101-2646-001,3.37,969 Gage Blvd,7265100.0,Special Purpose,Richland,"[-119.2746790214, 46.2267337988]",Benton County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",7265100.0,WA,2019,99352
